"","idv","iv","dv","exp"
"339",2,1,566.831966862082,"Biderman & Mudrik_2018_1"
"340",2,2,592.599181516562,"Biderman & Mudrik_2018_1"
"341",2,1,765.188487246633,"Biderman & Mudrik_2018_1"
"342",2,2,789.096003572922,"Biderman & Mudrik_2018_1"
"343",2,2,812.615215487313,"Biderman & Mudrik_2018_1"
"344",2,2,961.77853649715,"Biderman & Mudrik_2018_1"
"345",2,2,841.245105606504,"Biderman & Mudrik_2018_1"
"346",2,1,923.673963465262,"Biderman & Mudrik_2018_1"
"347",2,1,871.292506053578,"Biderman & Mudrik_2018_1"
"348",2,1,646.12103352556,"Biderman & Mudrik_2018_1"
"349",2,1,777.430622663815,"Biderman & Mudrik_2018_1"
"350",2,2,787.512280629016,"Biderman & Mudrik_2018_1"
"351",2,2,712.448660866357,"Biderman & Mudrik_2018_1"
"352",2,1,680.348265101202,"Biderman & Mudrik_2018_1"
"353",2,2,639.542382501531,"Biderman & Mudrik_2018_1"
"354",2,1,914.079539128579,"Biderman & Mudrik_2018_1"
"355",2,1,775.403001171071,"Biderman & Mudrik_2018_1"
"356",2,2,669.255362241529,"Biderman & Mudrik_2018_1"
"357",2,1,976.593687082641,"Biderman & Mudrik_2018_1"
"358",2,2,638.475258252583,"Biderman & Mudrik_2018_1"
"359",2,1,948.228938737884,"Biderman & Mudrik_2018_1"
"360",2,2,800.669867778197,"Biderman & Mudrik_2018_1"
"361",2,1,696.083714079577,"Biderman & Mudrik_2018_1"
"362",2,2,884.55187343061,"Biderman & Mudrik_2018_1"
"363",2,2,863.807241432369,"Biderman & Mudrik_2018_1"
"364",2,2,664.776462712325,"Biderman & Mudrik_2018_1"
"365",2,2,748.527037852909,"Biderman & Mudrik_2018_1"
"366",2,2,894.938301760703,"Biderman & Mudrik_2018_1"
"367",2,1,876.634684333112,"Biderman & Mudrik_2018_1"
"368",2,2,928.620995022357,"Biderman & Mudrik_2018_1"
"369",2,1,776.782878558151,"Biderman & Mudrik_2018_1"
"370",2,2,798.644812137354,"Biderman & Mudrik_2018_1"
"371",2,1,758.643477922305,"Biderman & Mudrik_2018_1"
"372",2,1,718.809781596065,"Biderman & Mudrik_2018_1"
"373",2,1,888.676110247616,"Biderman & Mudrik_2018_1"
"374",2,1,677.018598129507,"Biderman & Mudrik_2018_1"
"375",2,1,701.311567798257,"Biderman & Mudrik_2018_1"
"376",2,1,924.413794418797,"Biderman & Mudrik_2018_1"
"377",2,2,642.250819480978,"Biderman & Mudrik_2018_1"
"378",2,2,703.508537844755,"Biderman & Mudrik_2018_1"
"379",2,1,1188.87214409187,"Biderman & Mudrik_2018_1"
