"","Subject","correctResponseButton","responseHand","StimulusColor","SubTrial","ColorMasked","Confidence.RESP","correctRT","GrayMasked","leftMask","leftStimulus","Number","NumberResponse","Response.RESP","ResponseAccuracy","rightMask","rightStimulus","virhe","virhe.edellinen"
"8075","17",6,"right","Red",15,0,4,370,1,0,1,"1",1,1,1,1,0,0,0
"8078","17",6,"right","Red",18,1,4,359,0,1,1,"2",1,1,0,0,1,0,0
"8087","17",6,"right","Blue",7,1,4,249,0,0,1,"2",1,1,0,1,1,0,0
"8088","17",6,"right","Blue",8,0,4,217,1,0,1,"1",1,1,1,1,0,0,0
"8091","17",6,"right","Blue",11,1,4,240,0,1,1,"2",1,1,0,0,1,0,0
"8096","17",6,"right","Blue",16,0,4,184,1,1,0,"1",1,1,1,0,1,0,0
"8097","17",6,"right","Blue",17,1,4,253,0,0,1,"2",1,1,0,1,1,0,0
"8101","17",6,"right","Red",1,0,4,250,1,0,1,"1",1,1,1,1,0,0,NA
"8106","17",6,"right","Red",6,1,4,235,0,0,1,"2",1,1,0,1,1,0,0
"8107","17",6,"right","Red",7,1,4,250,0,0,1,"2",1,1,0,1,1,0,0
"8109","17",6,"right","Red",9,0,4,300,1,1,0,"1",1,1,1,0,1,0,0
"8119","17",6,"right","Red",19,1,4,245,0,1,1,"2",1,1,0,0,1,0,0
"8124","17",6,"right","Blue",4,1,4,345,0,0,1,"2",1,1,0,1,1,0,0
"8128","17",6,"right","Blue",8,1,4,261,0,0,1,"2",1,1,0,1,1,0,0
"8134","17",6,"right","Blue",14,0,4,289,1,1,0,"1",1,1,1,0,1,0,0
"8136","17",6,"right","Blue",16,0,4,288,1,0,1,"1",1,1,1,1,0,0,0
"8137","17",6,"right","Blue",17,1,4,306,0,1,1,"2",1,1,0,0,1,0,0
"8141","17",6,"right","Red",1,0,4,258,1,0,1,"1",1,1,1,1,0,0,NA
"8146","17",6,"right","Red",6,1,4,342,0,0,1,"2",1,1,0,1,1,0,0
"8150","17",6,"right","Red",10,0,4,293,1,1,0,"1",1,1,1,0,1,0,0
"8155","17",6,"right","Red",15,1,4,280,0,0,1,"2",1,1,0,1,1,0,0
"8175","18",6,"right","Red",15,0,4,217,1,1,0,"1",1,1,1,0,1,0,1
"8177","18",6,"right","Red",17,1,4,331,0,1,1,"2",1,1,0,0,1,0,1
"8179","18",6,"right","Red",19,0,4,232,1,0,1,"1",1,1,1,1,0,0,0
"8183","18",6,"right","Blue",3,0,4,254,1,0,1,"1",1,1,1,1,0,0,0
"8184","18",6,"right","Blue",4,0,4,489,1,1,0,"1",1,1,1,0,1,0,0
"8189","18",6,"right","Blue",9,1,4,257,0,1,1,"2",1,1,0,0,1,0,0
"8194","18",6,"right","Blue",14,1,4,232,0,0,1,"2",1,1,0,1,1,0,1
"8202","18",6,"right","Red",2,0,4,254,1,1,0,"1",1,1,1,0,1,0,0
"8211","18",6,"right","Red",11,1,4,224,0,0,1,"2",1,1,0,1,1,0,0
"8214","18",6,"right","Red",14,0,4,284,1,0,1,"1",1,1,1,1,0,0,0
"8215","18",6,"right","Red",15,1,4,225,0,0,1,"2",1,1,0,1,1,0,0
"8218","18",6,"right","Red",18,1,4,194,0,1,1,"2",1,1,0,0,1,0,0
"8222","18",6,"right","Blue",2,1,4,244,0,0,1,"2",1,1,0,1,1,0,0
"8226","18",6,"right","Blue",6,1,4,240,0,0,1,"2",1,1,0,1,1,0,0
"8230","18",6,"right","Blue",10,1,4,312,0,1,1,"2",1,1,0,0,1,0,1
"8232","18",6,"right","Blue",12,0,4,335,1,1,0,"1",1,1,1,0,1,0,0
"8233","18",6,"right","Blue",13,0,4,294,1,0,1,"1",1,1,1,1,0,0,0
"8234","18",6,"right","Blue",14,1,4,284,0,1,1,"2",1,1,0,0,1,0,0
"8237","18",6,"right","Blue",17,1,4,304,0,1,1,"2",1,1,0,0,1,0,0
"8244","18",6,"right","Red",4,1,4,259,0,0,1,"2",1,1,0,1,1,0,0
"8246","18",6,"right","Red",6,0,4,377,1,1,0,"1",1,1,1,0,1,0,0
"8251","18",6,"right","Red",11,1,4,231,0,1,1,"2",1,1,0,0,1,0,0
"8260","18",6,"right","Red",20,0,4,287,1,0,1,"1",1,1,1,1,0,0,0
"8261","18",6,"right","Blue",1,1,4,248,0,1,1,"2",1,1,0,0,1,0,NA
"8263","18",6,"right","Blue",3,1,4,252,0,1,1,"2",1,1,0,0,1,0,0
"8267","18",6,"right","Blue",7,0,4,322,1,0,1,"1",1,1,1,1,0,0,0
"8272","18",6,"right","Blue",12,0,4,308,1,1,0,"1",1,1,1,0,1,0,0
"8293","18",6,"right","Red",13,1,4,270,0,1,1,"2",1,1,0,0,1,0,0
"8294","18",6,"right","Red",14,1,4,258,0,0,1,"2",1,1,0,1,1,0,0
"8309","18",6,"right","Blue",9,0,4,278,1,1,0,"1",1,1,1,0,1,0,0
"8310","18",6,"right","Blue",10,0,4,340,1,0,1,"1",1,1,1,1,0,0,0
"8312","18",6,"right","Blue",12,1,4,355,0,1,1,"2",1,1,0,0,1,0,0
"8315","18",6,"right","Blue",15,1,4,236,0,1,1,"2",1,1,0,0,1,0,0
"8322","18",6,"right","Red",2,0,4,221,1,0,1,"1",1,1,1,1,0,0,1
"8324","18",6,"right","Red",4,1,4,438,0,1,1,"2",1,1,0,0,1,0,1
"8327","18",6,"right","Red",7,1,4,418,0,0,1,"2",1,1,0,1,1,0,0
"8336","18",6,"right","Red",16,1,4,348,0,1,1,"2",1,1,0,0,1,0,0
"8339","18",6,"right","Red",19,0,4,432,1,1,0,"1",1,1,1,0,1,0,0
"8340","18",6,"right","Red",20,1,4,272,0,1,1,"2",1,1,0,0,1,0,0
"8341","18",6,"right","Blue",1,1,4,265,0,0,1,"2",1,1,0,1,1,0,NA
"8352","18",6,"right","Blue",12,1,4,318,0,0,1,"2",1,1,0,1,1,0,0
"8354","18",6,"right","Blue",14,0,4,337,1,1,0,"1",1,1,1,0,1,0,0
"8363","18",6,"right","Red",3,0,4,223,1,1,0,"1",1,1,1,0,1,0,0
"8369","18",6,"right","Red",9,1,4,451,0,0,1,"2",1,1,0,1,1,0,0
"8373","18",6,"right","Red",13,1,4,226,0,0,1,"2",1,1,0,1,1,0,0
"8377","18",6,"right","Red",17,0,4,273,1,0,1,"1",1,1,1,1,0,0,0
"8379","18",6,"right","Red",19,1,4,340,0,1,1,"2",1,1,0,0,1,0,0
"8389","18",6,"right","Blue",9,0,4,231,1,0,1,"1",1,1,1,1,0,0,0
"8394","18",6,"right","Blue",14,1,4,415,0,1,1,"2",1,1,0,0,1,0,0
"8397","18",6,"right","Blue",17,0,4,306,1,1,0,"1",1,1,1,0,1,0,0
"8399","18",6,"right","Blue",19,1,4,255,0,0,1,"2",1,1,0,1,1,0,0
"8400","18",6,"right","Blue",20,1,4,313,0,1,1,"2",1,1,0,0,1,0,0
"8402","18",5,"left","Red",2,0,4,214,1,0,1,"1",1,1,1,1,0,0,0
"8404","18",5,"left","Red",4,1,4,212,0,1,1,"2",1,1,0,0,1,0,0
"8408","18",5,"left","Red",8,1,4,331,0,0,1,"2",1,1,0,1,1,0,0
"8411","18",5,"left","Red",11,1,4,352,0,1,1,"2",1,1,0,0,1,0,0
"8415","18",5,"left","Red",15,0,4,230,1,1,0,"1",1,1,1,0,1,0,0
"8417","18",5,"left","Red",17,1,4,234,0,1,1,"2",1,1,0,0,1,0,0
"8422","18",5,"left","Blue",2,1,4,258,0,1,1,"2",1,1,0,0,1,0,0
"8429","18",5,"left","Blue",9,0,4,263,1,0,1,"1",1,1,1,1,0,0,0
"8430","18",5,"left","Blue",10,0,4,429,1,1,0,"1",1,1,1,0,1,0,0
"8441","18",5,"left","Red",1,0,4,281,1,1,0,"1",1,1,1,0,1,0,NA
"8450","18",5,"left","Red",10,1,4,237,0,0,1,"2",1,1,0,1,1,0,0
"8457","18",5,"left","Red",17,1,4,267,0,1,1,"2",1,1,0,0,1,0,0
"8461","18",5,"left","Blue",1,0,4,235,1,0,1,"1",1,1,1,1,0,0,NA
"8473","18",5,"left","Blue",13,1,4,310,0,1,1,"2",1,1,0,0,1,0,0
"8476","18",5,"left","Blue",16,1,4,254,0,1,1,"2",1,1,0,0,1,0,0
"8478","18",5,"left","Blue",18,1,4,301,0,0,1,"2",1,1,0,1,1,0,0
"8479","18",5,"left","Blue",19,1,4,265,0,1,1,"2",1,1,0,0,1,0,0
"8482","18",5,"left","Red",2,1,4,233,0,0,1,"2",1,1,0,1,1,0,1
"8485","18",5,"left","Red",5,1,4,232,0,0,1,"2",1,1,0,1,1,0,0
"8495","18",5,"left","Red",15,1,4,325,0,1,1,"2",1,1,0,0,1,0,1
"8501","18",5,"left","Blue",1,0,4,271,1,0,1,"1",1,1,1,1,0,0,NA
"8503","18",5,"left","Blue",3,1,4,301,0,1,1,"2",1,1,0,0,1,0,0
"8506","18",5,"left","Blue",6,0,4,321,1,1,0,"1",1,1,1,0,1,0,0
"8511","18",5,"left","Blue",11,1,4,284,0,0,1,"2",1,1,0,1,1,0,0
"8518","18",5,"left","Blue",18,1,4,285,0,1,1,"2",1,1,0,0,1,0,0
"8525","18",5,"left","Red",5,1,4,271,0,1,1,"2",1,1,0,0,1,0,0
"8532","18",5,"left","Red",12,1,4,267,0,1,1,"2",1,1,0,0,1,0,0
"8534","18",5,"left","Red",14,1,4,330,0,0,1,"2",1,1,0,1,1,0,0
"8536","18",5,"left","Red",16,0,4,251,1,0,1,"1",1,1,1,1,0,0,0
"8540","18",5,"left","Red",20,0,4,470,1,1,0,"1",1,1,1,0,1,0,0
"8545","18",5,"left","Blue",5,0,4,305,1,0,1,"1",1,1,1,1,0,0,0
"8548","18",5,"left","Blue",8,1,4,253,0,1,1,"2",1,1,0,0,1,0,0
"8551","18",5,"left","Blue",11,1,4,228,0,1,1,"2",1,1,0,0,1,0,0
"8552","18",5,"left","Blue",12,1,4,346,0,0,1,"2",1,1,0,1,1,0,0
"8553","18",5,"left","Blue",13,1,4,236,0,1,1,"2",1,1,0,0,1,0,0
"8559","18",5,"left","Blue",19,0,4,402,1,1,0,"1",1,1,1,0,1,0,0
"8560","18",5,"left","Blue",20,1,4,257,0,1,1,"2",1,1,0,0,1,0,0
"8563","18",5,"left","Red",3,0,4,289,1,0,1,"1",1,1,1,1,0,0,0
"8565","18",5,"left","Red",5,1,4,239,0,0,1,"2",1,1,0,1,1,0,0
"8567","18",5,"left","Red",7,0,4,246,1,1,0,"1",1,1,1,0,1,0,0
"8568","18",5,"left","Red",8,1,4,265,0,1,1,"2",1,1,0,0,1,0,0
"8573","18",5,"left","Red",13,1,4,285,0,1,1,"2",1,1,0,0,1,0,0
"8577","18",5,"left","Red",17,1,4,269,0,1,1,"2",1,1,0,0,1,0,0
"8578","18",5,"left","Red",18,1,4,358,0,0,1,"2",1,1,0,1,1,0,0
"8583","18",5,"left","Blue",3,1,4,240,0,1,1,"2",1,1,0,0,1,0,0
"8586","18",5,"left","Blue",6,0,4,231,1,1,0,"1",1,1,1,0,1,0,0
"8591","18",5,"left","Blue",11,1,4,204,0,1,1,"2",1,1,0,0,1,0,0
"8592","18",5,"left","Blue",12,1,4,266,0,0,1,"2",1,1,0,1,1,0,0
"8595","18",5,"left","Blue",15,1,4,258,0,1,1,"2",1,1,0,0,1,0,0
"8597","18",5,"left","Blue",17,0,4,307,1,0,1,"1",1,1,1,1,0,0,0
"8599","18",5,"left","Blue",19,1,4,284,0,1,1,"2",1,1,0,0,1,0,0
"8600","18",5,"left","Blue",20,1,4,242,0,0,1,"2",1,1,0,1,1,0,0
"8601","18",5,"left","Red",1,1,4,218,0,1,1,"2",1,1,0,0,1,0,NA
"8602","18",5,"left","Red",2,1,4,228,0,1,1,"2",1,1,0,0,1,0,0
"8607","18",5,"left","Red",7,1,4,262,0,1,1,"2",1,1,0,0,1,0,0
"8610","18",5,"left","Red",10,1,4,217,0,0,1,"2",1,1,0,1,1,0,0
"8611","18",5,"left","Red",11,0,4,306,1,0,1,"1",1,1,1,1,0,0,0
"8616","18",5,"left","Red",16,1,4,279,0,0,1,"2",1,1,0,1,1,0,0
"8624","18",5,"left","Blue",4,1,4,300,0,1,1,"2",1,1,0,0,1,0,0
"8626","18",5,"left","Blue",6,1,4,238,0,1,1,"2",1,1,0,0,1,0,1
"8629","18",5,"left","Blue",9,1,4,233,0,0,1,"2",1,1,0,1,1,0,1
"8630","18",5,"left","Blue",10,1,4,219,0,0,1,"2",1,1,0,1,1,0,0
"8634","18",5,"left","Blue",14,0,4,233,1,0,1,"1",1,1,1,1,0,0,0
"8637","18",5,"left","Blue",17,1,4,263,0,1,1,"2",1,1,0,0,1,0,0
"8684","19",5,"left","Blue",4,0,4,327,1,1,0,"1",1,1,1,0,1,0,0
"8705","19",5,"left","Red",5,1,4,312,0,1,1,"2",1,1,0,0,1,0,0
"8709","19",5,"left","Red",9,0,4,428,1,0,1,"1",1,1,1,1,0,0,0
"8736","19",5,"left","Blue",16,0,4,206,1,0,1,"1",1,1,1,1,0,0,0
"8739","19",5,"left","Blue",19,0,4,208,1,1,0,"1",1,1,1,0,1,0,0
"8751","19",5,"left","Red",11,1,4,227,0,1,1,"2",1,1,0,0,1,0,0
"8753","19",5,"left","Red",13,1,4,271,0,0,1,"2",1,1,0,1,1,0,0
"8754","19",5,"left","Red",14,1,4,235,0,0,1,"2",1,1,0,1,1,0,0
"8755","19",5,"left","Red",15,1,4,222,0,1,1,"2",1,1,0,0,1,0,0
"8756","19",5,"left","Red",16,1,4,232,0,1,1,"2",1,1,0,0,1,0,0
"8758","19",5,"left","Red",18,0,4,298,1,0,1,"1",1,1,1,1,0,0,1
"8764","19",5,"left","Blue",4,1,4,198,0,1,1,"2",1,1,0,0,1,0,0
"8774","19",5,"left","Blue",14,0,4,235,1,1,0,"1",1,1,1,0,1,0,1
"8782","19",5,"left","Red",2,0,4,188,1,0,1,"1",1,1,1,1,0,0,0
"8784","19",5,"left","Red",4,1,4,326,0,0,1,"2",1,1,0,1,1,0,0
"8793","19",5,"left","Red",13,0,4,226,1,1,0,"1",1,1,1,0,1,0,1
"8797","19",5,"left","Red",17,1,4,237,0,1,1,"2",1,1,0,0,1,0,0
"8858","19",5,"left","Blue",18,1,4,250,0,1,1,"2",1,1,0,0,1,0,0
"8860","19",5,"left","Blue",20,0,4,216,1,0,1,"1",1,1,1,1,0,0,0
"8862","19",5,"left","Red",2,0,4,236,1,0,1,"1",1,1,1,1,0,0,0
"8864","19",5,"left","Red",4,1,4,229,0,1,1,"2",1,1,0,0,1,0,0
"8875","19",5,"left","Red",15,0,4,258,1,1,0,"1",1,1,1,0,1,0,0
"8897","19",6,"right","Blue",17,1,4,225,0,1,1,"2",1,1,0,0,1,0,0
"8912","19",6,"right","Red",12,1,4,231,0,0,1,"2",1,1,0,1,1,0,0
"8927","19",6,"right","Blue",7,0,4,271,1,1,0,"1",1,1,1,0,1,0,0
"8950","19",6,"right","Red",10,1,4,270,0,0,1,"2",1,1,0,1,1,0,0
"8958","19",6,"right","Red",18,0,4,221,1,0,1,"1",1,1,1,1,0,0,0
"8968","19",6,"right","Blue",8,0,4,222,1,0,1,"1",1,1,1,1,0,0,0
"8994","19",6,"right","Red",14,1,4,187,0,0,1,"2",1,1,0,1,1,0,0
"9002","19",6,"right","Blue",2,1,4,283,0,0,1,"2",1,1,0,1,1,0,1
"9009","19",6,"right","Blue",9,1,4,199,0,1,1,"2",1,1,0,0,1,0,0
"9017","19",6,"right","Blue",17,1,4,296,0,1,1,"2",1,1,0,0,1,0,0
"9020","19",6,"right","Blue",20,0,4,314,1,0,1,"1",1,1,1,1,0,0,0
"9023","19",6,"right","Red",3,0,4,234,1,0,1,"1",1,1,1,1,0,0,0
"9027","19",6,"right","Red",7,1,4,206,0,0,1,"2",1,1,0,1,1,0,0
"9030","19",6,"right","Red",10,1,4,199,0,1,1,"2",1,1,0,0,1,0,0
"9045","19",6,"right","Blue",5,0,4,221,1,1,0,"1",1,1,1,0,1,0,0
"9074","19",6,"right","Red",14,1,4,270,0,1,1,"2",1,1,0,0,1,0,0
"9075","19",6,"right","Red",15,1,4,223,0,0,1,"2",1,1,0,1,1,0,0
"9085","19",6,"right","Blue",5,0,4,286,1,0,1,"1",1,1,1,1,0,0,0
"9102","19",6,"right","Red",2,0,4,267,1,1,0,"1",1,1,1,0,1,0,0
"9114","19",6,"right","Red",14,0,4,289,1,0,1,"1",1,1,1,1,0,0,0
"9117","19",6,"right","Red",17,1,4,250,0,0,1,"2",1,1,0,1,1,0,0
"9122","20",6,"right","Red",2,1,4,234,0,0,1,"2",1,1,0,1,1,0,0
"9124","20",6,"right","Red",4,0,4,344,1,0,1,"1",1,1,1,1,0,0,0
"9126","20",6,"right","Red",6,0,4,184,1,1,0,"1",1,1,1,0,1,0,0
"9147","20",6,"right","Blue",7,0,4,328,1,0,1,"1",1,1,1,1,0,0,0
"9148","20",6,"right","Blue",8,1,4,284,0,1,1,"2",1,1,0,0,1,0,0
"9154","20",6,"right","Blue",14,0,4,373,1,1,0,"1",1,1,1,0,1,0,0
"9166","20",6,"right","Red",6,0,4,373,1,1,0,"1",1,1,1,0,1,0,0
"9173","20",6,"right","Red",13,0,4,297,1,0,1,"1",1,1,1,1,0,0,0
"9184","20",6,"right","Blue",4,0,4,231,1,0,1,"1",1,1,1,1,0,0,0
"9194","20",6,"right","Blue",14,0,4,296,1,1,0,"1",1,1,1,0,1,0,0
"9203","20",6,"right","Red",3,0,4,279,1,1,0,"1",1,1,1,0,1,0,0
"9215","20",6,"right","Red",15,0,4,268,1,0,1,"1",1,1,1,1,0,0,0
"9231","20",6,"right","Blue",11,0,4,356,1,0,1,"1",1,1,1,1,0,0,0
"9233","20",6,"right","Blue",13,0,4,270,1,1,0,"1",1,1,1,0,1,0,0
"9241","20",6,"right","Red",1,0,4,292,1,0,1,"1",1,1,1,1,0,0,NA
"9242","20",6,"right","Red",2,0,4,292,1,1,0,"1",1,1,1,0,1,0,0
"9261","20",6,"right","Blue",1,0,4,248,1,0,1,"1",1,1,1,1,0,0,NA
"9279","20",6,"right","Blue",19,0,4,290,1,1,0,"1",1,1,1,0,1,0,0
"9281","20",6,"right","Red",1,0,4,422,1,1,0,"1",1,1,1,0,1,0,NA
"9290","20",6,"right","Red",10,0,4,278,1,0,1,"1",1,1,1,1,0,0,0
"9309","20",6,"right","Blue",9,0,4,262,1,0,1,"1",1,1,1,1,0,0,0
"9321","20",6,"right","Red",1,0,4,290,1,1,0,"1",1,1,1,0,1,0,NA
"9336","20",6,"right","Red",16,0,4,202,1,0,1,"1",1,1,1,1,0,0,0
"9346","20",6,"right","Blue",6,0,4,384,1,1,0,"1",1,1,1,0,1,0,0
"9348","20",6,"right","Blue",8,1,4,244,0,0,1,"2",1,1,0,1,1,0,0
"9353","20",6,"right","Blue",13,0,4,241,1,0,1,"1",1,1,1,1,0,0,0
"9374","20",5,"left","Red",14,0,4,319,1,1,0,"1",1,1,1,0,1,0,0
"9375","20",5,"left","Red",15,0,4,210,1,0,1,"1",1,1,1,1,0,0,0
"9392","20",5,"left","Blue",12,0,4,328,1,1,0,"1",1,1,1,0,1,0,0
"9394","20",5,"left","Blue",14,0,4,302,1,0,1,"1",1,1,1,1,0,0,0
"9412","20",5,"left","Red",12,0,4,474,1,1,0,"1",1,1,1,0,1,0,1
"9416","20",5,"left","Red",16,0,4,250,1,0,1,"1",1,1,1,1,0,0,0
"9438","20",5,"left","Blue",18,0,4,226,1,0,1,"1",1,1,1,1,0,0,0
"9439","20",5,"left","Blue",19,0,4,332,1,1,0,"1",1,1,1,0,1,0,0
"9445","20",5,"left","Red",5,0,4,217,1,0,1,"1",1,1,1,1,0,0,0
"9449","20",5,"left","Red",9,0,4,408,1,1,0,"1",1,1,1,0,1,0,1
"9462","20",5,"left","Blue",2,0,4,191,1,0,1,"1",1,1,1,1,0,0,0
"9465","20",5,"left","Blue",5,0,4,295,1,1,0,"1",1,1,1,0,1,0,0
"9467","20",5,"left","Blue",7,1,4,234,0,0,1,"2",1,1,0,1,1,0,0
"9482","20",5,"left","Red",2,1,4,284,0,0,1,"2",1,1,0,1,1,0,0
"9488","20",5,"left","Red",8,0,4,339,1,1,0,"1",1,1,1,0,1,0,0
"9489","20",5,"left","Red",9,0,4,237,1,0,1,"1",1,1,1,1,0,0,0
"9504","20",5,"left","Blue",4,0,4,219,1,0,1,"1",1,1,1,1,0,0,0
"9511","20",5,"left","Blue",11,0,4,282,1,1,0,"1",1,1,1,0,1,0,0
"9521","20",5,"left","Red",1,0,4,260,1,0,1,"1",1,1,1,1,0,0,NA
"9523","20",5,"left","Red",3,0,4,462,1,1,0,"1",1,1,1,0,1,0,0
"9550","20",5,"left","Blue",10,1,4,247,0,0,1,"2",1,1,0,1,1,0,0
"9556","20",5,"left","Blue",16,0,4,409,1,1,0,"1",1,1,1,0,1,0,0
"9558","20",5,"left","Blue",18,0,4,300,1,0,1,"1",1,1,1,1,0,0,0
"9562","20",5,"left","Red",2,0,4,340,1,1,0,"1",1,1,1,0,1,0,0
"9579","20",5,"left","Red",19,0,4,485,1,0,1,"1",1,1,1,1,0,0,0
"9587","20",5,"left","Blue",7,0,4,274,1,1,0,"1",1,1,1,0,1,0,0
"9591","20",5,"left","Blue",11,0,4,317,1,0,1,"1",1,1,1,1,0,0,0
